x,y,objectid,mill_name,latitude,longitude,rspo_model,cert,id,prnt_comp,country,state,sub_state,alt_name,address,globalid,Group_Name
-2.17,110.66778,3346,LEMBIRU,-2.17,110.66778,"RSPO Certified, MB",RSPO Certified,PO1000001867,SANDIKA NATAPALMA,Indonesia,Kalimantan Barat,Ketapang,unspecified,2-High Confidence,{3E89082E-5CEF-4143-AFDD-1F45CC0930C6},SIME DARBY
3.58609,101.4156,3347,SG TENGI,3.58609,101.4156,unspecified,Not RSPO Certified,PO1000001890,FGV PALM INDUSTRIES SDN BHD,Malaysia,Selangor,Hulu Selangor,unspecified,1-Fully Verified,{66F882C6-8D0A-40E3-BF12-FF1875DB2994},FGV HOLDINGS BERHAD
3.82611,103.16611,3348,PANCHING,3.82611,103.16611,unspecified,Not RSPO Certified,PO1000001891,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Kuantan,Panching,1-Fully Verified,{53845E1E-D7E7-42CC-A9C2-328B0CF34BA7},FGV HOLDINGS BERHAD
3.88129,101.27706,3349,BESOUT,3.88129,101.27706,"RSPO Certified, MB",RSPO Certified,PO1000001892,FGV PALM INDUSTRIES SDN BHD,Malaysia,Perak,Batang Padang,Besout,1-Fully Verified,{96E337E4-EED9-43BF-A60F-731CEF6A8443},FGV HOLDINGS BERHAD
3.93798,101.35023,3350,TROLAK,3.93798,101.35023,unspecified,Not RSPO Certified,PO1000001893,FGV PALM INDUSTRIES SDN BHD,Malaysia,Perak,Batang Padang,unspecified,1-Fully Verified,{0E856887-CE37-45E5-83B5-0D9C6ABEC41A},FGV HOLDINGS BERHAD
2.91934,102.87327,3351,KERATONG 2,2.91934,102.87327,"RSPO Certified, MB",RSPO Certified,PO1000001894,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Rompin,unspecified,1-Fully Verified,{C49CCD59-ADD6-4A98-9E71-96CE556303B5},FGV HOLDINGS BERHAD
2.92959,102.9355,3352,KERATONG 3,2.92959,102.9355,"RSPO Certified, MB",RSPO Certified,PO1000001895,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Rompin,unspecified,1-Fully Verified,{FBEBCEF5-524C-4D47-B423-5F3067D96B04},FGV HOLDINGS BERHAD
4.00667,103.28861,3353,NERAM,4.00667,103.28861,"RSPO Certified, MB",RSPO Certified,PO1000001896,FGV PALM INDUSTRIES SDN BHD,Malaysia,Trengganu,Kemaman,unspecified,1-Fully Verified,{656888A3-7494-4B96-B27A-3A8A229FF461},FGV HOLDINGS BERHAD
3.64722,101.97639,3354,KRAU,3.64722,101.97639,"RSPO Certified, MB",RSPO Certified,PO1000001897,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Raub,unspecified,1-Fully Verified,{02BE49BF-848E-4CF2-B98D-1FED705A9449},FGV HOLDINGS BERHAD
3.52722,101.98028,3355,MEMPAGA,3.52722,101.98028,unspecified,Not RSPO Certified,PO1000001898,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Bentong,unspecified,1-Fully Verified,{9DD4B4CD-7AC3-4CAC-B139-405C176867D5},FGV HOLDINGS BERHAD
2.90035,102.44598,3356,SERTING,2.90035,102.44598,unspecified,Not RSPO Certified,PO1000001899,FGV PALM INDUSTRIES SDN BHD,Malaysia,Negeri Sembilan,Jempol,unspecified,1-Fully Verified,{A163D042-8ACF-47CD-80D7-62565DEBAE17},FGV HOLDINGS BERHAD
4.91611,103.13528,3357,JERANGAU BARAT,4.91611,103.13528,unspecified,Not RSPO Certified,PO1000001901,FGV PALM INDUSTRIES SDN BHD,Malaysia,Trengganu,Dungun,unspecified,1-Fully Verified,{D8D87DCA-C8DC-4A30-9EFA-AC4A0BC183E9},FGV HOLDINGS BERHAD
4.93417,103.18444,3358,JERANGAU BARU,4.93417,103.18444,"RSPO Certified, MB",RSPO Certified,PO1000001902,FGV PALM INDUSTRIES SDN BHD,Malaysia,Trengganu,Hulu Terengganu,unspecified,1-Fully Verified,{EFAFD408-AA06-4018-AD8D-9FA83A8436BD},FGV HOLDINGS BERHAD
2.6522,103.019,3359,SELANCAR 2A,2.6522,103.019,unspecified,Not RSPO Certified,PO1000001903,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Rompin,unspecified,1-Fully Verified,{0346BF9E-D235-4B10-A216-4EC17483FCF9},FGV HOLDINGS BERHAD
2.63879,103,3360,SELANCAR 2B,2.63879,103,unspecified,Not RSPO Certified,PO1000001904,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Rompin,unspecified,1-Fully Verified,{47EE45B1-BC64-4A3F-93FD-9AEA07AEA24F},FGV HOLDINGS BERHAD
2.70333,103.44012,3361,SELENDANG,2.70333,103.44012,"RSPO Certified, MB",RSPO Certified,PO1000001905,FGV PALM INDUSTRIES SDN BHD,Malaysia,Pahang,Rompin,unspecified,1-Fully Verified,{2A094042-A0C9-41AC-A312-D8D51A90ECB2},FGV HOLDINGS BERHAD
5.45389,102.7825,3362,CHALOK,5.45389,102.7825,"RSPO Certified, MB",RSPO Certified,PO1000001906,FGV PALM INDUSTRIES SDN BHD,Malaysia,Trengganu,Setiu,unspecified,1-Fully Verified,{1E742E7D-26C4-4CEF-9616-D3BAB08DECD5},FGV HOLDINGS BERHAD
4.62583,103.33194,3363,KERTEH,4.62583,103.33194,"RSPO Certified, MB",RSPO Certified,PO1000001907,FGV PALM INDUSTRIES SDN BHD,Malaysia,Trengganu,Dungun,unspecified,1-Fully Verified,{0ABBC4DB-69D0-44B7-B46C-C21A1D62C0BD},FGV HOLDINGS BERHAD
0.95083,116.915,3364,JAK LUAY,0.95083,116.915,"RSPO Certified, MB",RSPO Certified,PO1000001920,TAPIAN NADENGGAN,Indonesia,Kalimantan Timur,Kutai Timur,Jak Luay,1-Fully Verified,{05DF2863-7CDD-47DB-8111-141A2CD69ECB},SINAR MAS
0.67206,99.092,3365,SIKARAKARA,0.67206,99.092,"RSPO Certified, MB",RSPO Certified,PO1000001960,RIMBA MUJUR MAHKOTA,Indonesia,Sumatera Utara,Mandailing Natal,unspecified,1-Fully Verified,{9953F89C-1B88-4B11-9DDD-E318B3910023},PASIFIK AGRO SENTOSA (PAS)
5.62306,102.23806,3366,KUALA PERTANG,5.62306,102.23806,"RSPO Certified, MB",RSPO Certified,PO1000001968,KUALA LUMPUR KEPONG BERHAD,Malaysia,Kelantan,Kuala Krai,unspecified,1-Fully Verified,{98C047AF-5BF7-4F90-8905-E0CE1BE1378C},KUALA LUMPUR KEPONG (KLK)
1.17442,99.15518,3367,AUSTINDO NUSANTARA JAYA AGRI SIAIS,1.17442,99.15518,"RSPO Certified, MB",RSPO Certified,PO1000001992,AUSTINDO NUSANTARA JAYA AGRI SIAIS,Indonesia,Sumatera Utara,Tapanuli Selatan,unspecified,1-Fully Verified,{34094C8E-8557-4E49-AB80-383B4AADD36A},ANJ AGRO
-1.97111,111.3519,3368,PKS 5,-1.97111,111.3519,unspecified,Not RSPO Certified,PO1000002037,DHARMA SATYA NUSANTARA,Indonesia,Kalimantan Tengah,Lamandau,unspecified,1-Fully Verified,{9DAC6255-139B-4C59-97E1-B32B4DA793E5},DHARMA SATYA NUSANTARA (DSN)
-0.58472,102.01944,3369,PERANAP,-0.58472,102.01944,"RSPO Certified, MB",RSPO Certified,PO1000002063,RIGUNAS AGRI UTAMA,Indonesia,Riau,Indragiri Hulu,unspecified,1-Fully Verified,{EC813794-65BA-4E9D-929A-F00415051967},ROYAL GOLDEN EAGLE
5.40136,117.88468,3370,TIAN SIANG OILL MILL,5.40136,117.88468,unspecified,Not RSPO Certified,PO1000002070,TIAN SIANG OILL MILL SDN BHD,Malaysia,Sabah,Kinabatangan,unspecified,1-Fully Verified,{5257A455-3E49-4B82-BC02-773090C5A98F},TIAN SIANG HOLDINGS SDN BHD
1.15178,116.74633,3371,PKS 4,1.15178,116.74633,"RSPO Certified, MB",RSPO Certified,PO1000002088,DHARMA SATYA NUSANTARA,Indonesia,Kalimantan Timur,Kutai Timur,unspecified,1-Fully Verified,{9E94B5F4-2FE0-43F0-B377-30BCBF2FF677},DHARMA SATYA NUSANTARA (DSN)
-3.73797,115.45519,3372,SATUI,-3.73797,115.45519,"RSPO Certified, MB",RSPO Certified,PO1000002103,GAWI MAKMUR KALIMANTAN,Indonesia,Kalimantan Selatan,Tanah Bumbu,unspecified,1-Fully Verified,{21F84A50-1F07-4AE4-AE63-70024DEAED63},WINGS AGRO
1.35356,109.50795,3373,AGRONUSA INVESTAMA 1 - SAMBAS,1.35356,109.50795,unspecified,Not RSPO Certified,PO1000002130,AGRONUSA INVESTAMA,Indonesia,Kalimantan Barat,Sambas,unspecified,1-Fully Verified,{9F310177-20F5-4618-8D04-554920949838},WILMAR
2.28611,100.14083,3374,DAYA LABUHAN INDAH 2,2.28611,100.14083,"RSPO Certified, IP",RSPO Certified,PO1000002132,DAYA LABUHAN INDAH,Indonesia,Sumatera Utara,Labuhanbatu,unspecified,1-Fully Verified,{156E7A34-278E-4204-A56F-CD824F29F5BE},WILMAR
0.12055,99.71826,3375,GERSINDO MINANG PLANTATION,0.12055,99.71826,"RSPO Certified, MB",RSPO Certified,PO1000002133,GERSINDO MINANG PLANTATION,Indonesia,Sumatera Barat,Pasaman Barat,unspecified,1-Fully Verified,{0A2B07C2-5138-4EC6-BBF9-337E519ED06C},WILMAR
5.42731,118.65931,3376,TOMANGGONG,5.42731,118.65931,"RSPO Certified, MB",RSPO Certified,PO1000002136,HAP SENG PLANTATIONS (RIVER ESTATES) SDN BHD,Malaysia,Sabah,Kinabatangan,unspecified,1-Fully Verified,{041EA064-DB1F-406C-8F50-B58D4B7F8C67},HAP SENG PLANTATIONS HOLDINGS BERHAD
0.68939,100.935,3377,TOPAZ,0.68939,100.935,"RSPO Certified, MB",RSPO Certified,PO1000002142,TUNGGAL YUNUS ESTATE,Indonesia,Riau,Kampar,unspecified,1-Fully Verified,{349FAE5C-6870-4298-9799-E91686CFB191},ROYAL GOLDEN EAGLE
-1.17669,103.00781,3378,TAMAN RAJA,-1.17669,103.00781,"RSPO Certified, MB",RSPO Certified,PO1000002143,DASA ANUGERAH SEJATI,Indonesia,Jambi,Tanjung Jabung B,unspecified,1-Fully Verified,{53207B2C-AD1E-4BD7-AF2F-665947164C07},ROYAL GOLDEN EAGLE
3.14806,99.55639,3379,TANAH DATAR,3.14806,99.55639,"RSPO Certified, MB",RSPO Certified,PO1000002144,SUPRA MATRA ABADI,Indonesia,Sumatera Utara,Batu Bara,unspecified,1-Fully Verified,{DAACC27A-5309-4637-8558-A49F848BB024},ROYAL GOLDEN EAGLE
1.99972,99.93972,3380,AEK NABARA,1.99972,99.93972,"RSPO Certified, MB",RSPO Certified,PO1000002145,SUPRA MATRA ABADI,Indonesia,Sumatera Utara,Labuhanbatu,unspecified,1-Fully Verified,{9F1C9D97-D3D6-4A06-B1C6-7630AB562CA9},ROYAL GOLDEN EAGLE
2.00281,100.24361,3381,TELUK PANJIE,2.00281,100.24361,"RSPO Certified, MB",RSPO Certified,PO1000002146,SUPRA MATRA ABADI,Indonesia,Sumatera Utara,Labuhanbatu Selatan,unspecified,1-Fully Verified,{FD7BB422-C11B-49E0-819F-62BF1945ACDD},ROYAL GOLDEN EAGLE
2.35969,100.04189,3382,NEGERI LAMA I,2.35969,100.04189,"RSPO Certified, MB",RSPO Certified,PO1000002147,INTI INDOSAWIT SUBUR,Indonesia,Sumatera Utara,Labuhanbatu,unspecified,3-Low Confidence,{FB991BD1-5075-4FAD-BD74-62D4FB91F497},ROYAL GOLDEN EAGLE
1.75124,100.59091,3383,SEI DUA,1.75124,100.59091,unspecified,Not RSPO Certified,PO1000002158,SALIM IVOMAS PRATAMA,Indonesia,Riau,Rokan Hilir,unspecified,1-Fully Verified,{ACEC764C-2A6B-411D-8FC9-C0FAF792BBA6},SALIM GROUP
1.5857,100.6765,3384,SUNGAI BANGKO,1.5857,100.6765,unspecified,Not RSPO Certified,PO1000002159,GUNUNG MAS RAYA,Indonesia,Riau,Rokan Hilir,unspecified,1-Fully Verified,{BE6509F7-2E81-48BE-9738-79191C8B38C8},SALIM GROUP
-18.23343,49.29237,3385,HUILERIE DE MELVILLE,-18.23343,49.29237,"RSPO Certified, IP",RSPO Certified,PO1000002188,SAVONNERIE TROPICALE,Madagascar,Toamasina,Atsinanana,unspecified,1-Fully Verified,{1AFECBCD-CC83-4337-9276-82257FFD7A07},UNKNOWN
-2.42251,112.35959,3386,PERDANA,-2.42251,112.35959,unspecified,Not RSPO Certified,PO1000002198,BINASAWIT ABADI PRATAMA,Indonesia,Kalimantan Tengah,Seruyan,unspecified,1-Fully Verified,{381241D9-18E5-4220-9847-6166C0CF603D},SINAR MAS
-2.61556,103.1456,3387,BELANI ELOK,-2.61556,103.1456,unspecified,Not RSPO Certified,PO1000002218,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,Indonesia,Sumatera Selatan,Musi Rawas,unspecified,1-Fully Verified,{8A34DE2D-37B1-4DBC-B877-4922CACDD168},LONSUM
3.45889,98.82333,3388,BEGERPANG,3.45889,98.82333,unspecified,Not RSPO Certified,PO1000002219,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,Indonesia,Sumatera Utara,Deli Serdang,unspecified,1-Fully Verified,{0FCDCF41-7C9A-4571-9705-E6C41CCD3D93},LONSUM
2.70104,99.57361,3389,GUNUNG MALAYU,2.70104,99.57361,unspecified,Not RSPO Certified,PO1000002226,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,Indonesia,Sumatera Utara,Asahan,unspecified,1-Fully Verified,{FF55B699-017C-4CC0-8DF0-E9A7F5A83B68},LONSUM
3.16491,99.43033,3390,DOLOK,3.16491,99.43033,unspecified,Not RSPO Certified,PO1000002227,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,Indonesia,Sumatera Utara,Batu Bara,unspecified,1-Fully Verified,{B1E71A88-DFCE-4F70-AB5B-69167A76B4E7},LONSUM
-2.30556,111.61481,3391,SULUNG,-2.30556,111.61481,"RSPO Certified, MB",RSPO Certified,PO1000002304,SAWIT SUMBERMAS SARANA,Indonesia,Kalimantan Tengah,Kotawaringin Barat,unspecified,1-Fully Verified,{5022E5BC-1993-4270-ABBE-45B78B593CA5},CITRA BORNEO INDAH (CBI)
-2.94266,116.04745,3392,BATU KAPUR,-2.94266,116.04745,unspecified,Not RSPO Certified,PO1000002320,SINAR MAS AGRO RESOURCES AND TECHNOLOGY,Indonesia,Kalimantan Selatan,Kota Baru,unspecified,1-Fully Verified,{7153EABA-7288-4AE8-B175-DF99DE191362},SINAR MAS
2.70191,99.624,3393,PULAU RAJA,2.70191,99.624,"RSPO Certified, MB",RSPO Certified,PO1000002335,PERKEBUNAN NUSANTARA IV,Indonesia,Sumatera Utara,Asahan,unspecified,2-High Confidence,{FF5EE14D-79A3-4CC6-A542-6FC3C3782DE5},PTPN III
0.16161,103.28958,3394,GUNTUNG IDAMAN NUSA 1,0.16161,103.28958,"RSPO Certified, MB",RSPO Certified,PO1000002356,GUNTUNG IDAMAN NUSA,Indonesia,Riau,Indragiri Hilir,unspecified,1-Fully Verified,{108DF29C-5D0D-44C6-8485-F9F0836D4879},MUSIM MAS
6.25611,-0.94389,3395,GOPDC,6.25611,-0.94389,"RSPO Certified, MB",RSPO Certified,PO1000002358,GOPDC,Ghana,Eastern,Kwabibirem,unspecified,1-Fully Verified,{ADC769E5-80A7-4523-86B2-A873CF08E378},SIAT
-2.51453,110.9147,3396,RIVER VIEW,-2.51453,110.9147,"RSPO Certified, MB",RSPO Certified,PO1000002360,INDO SAWIT KEKAL,Indonesia,Kalimantan Barat,Ketapang,unspecified,1-Fully Verified,{6D684D3D-27EE-4337-86CC-F6B6F8250668},CARGILL
5.66886,-6.27389,3397,SOUBRE,5.66886,-6.27389,"RSPO Certified, IP",RSPO Certified,PO1000002366,SIPEFCI,Côte d'Ivoire,Bas-Sassandra,Nawa,unspecified,1-Fully Verified,{319FC82A-4F61-4126-B863-22EC2731CF6A},SIPEF
3.47905,98.26773,3398,TURANGIE,3.47905,98.26773,unspecified,Not RSPO Certified,PO1000002367,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,Indonesia,Sumatera Utara,Langkat,unspecified,1-Fully Verified,{58E699AD-AB9F-4270-94CB-65195D781713},LONSUM
8.53365,99.10428,3399,THAITALLOW AND OIL CO.LTD (SITE 1),8.53365,99.10428,"RSPO Certified, MB",RSPO Certified,PO1000002415,THAITALLOW AND OIL CO.LTD,Thailand,Surat Thani,Prasaeng,unspecified,1-Fully Verified,{C7E9490E-E6B7-4519-8258-2DB8EFBDAB72},UNKNOWN
1.85609,103.20929,3400,GENTING AYER ITEM,1.85609,103.20929,"RSPO Certified, IP",RSPO Certified,PO1000002439,GENTING PLANTATIONS BERHAD,Malaysia,Johor,Keluang,unspecified,1-Fully Verified,{BE9A2297-013A-45B9-8DF9-912CDA31B118},GENTING PLANTATIONS
15.8244,-85.89653,3401,ACEITES Y DERIVADOS S.A. (ACEYDESA),15.8244,-85.89653,"RSPO Certified, IP",RSPO Certified,PO1000002459,ACEITES Y DERIVADOS S.A.,Honduras,Colón,Trujillo,unspecified,1-Fully Verified,{F301B980-107D-4B47-894F-BD25D20A47F8},UNKNOWN
8.29061,99.05519,3402,"SRIJAROEN PALM OIL CO.,LTD.",8.29061,99.05519,"RSPO Certified, MB",RSPO Certified,PO1000002490,"SRIJAROEN PALM OIL CO.,LTD.",Thailand,Krabi,Khao Phanom,unspecified,1-Fully Verified,{BC6DBA57-E3BC-4217-A48D-0365FD357D34},UNKNOWN
-0.27704,102.11608,3403,UKUI II,-0.27704,102.11608,"RSPO Certified, IP",RSPO Certified,PO1000002491,INTI INDOSAWIT SUBUR,Indonesia,Riau,Indragiri Hulu,unspecified,1-Fully Verified,{F2E5F6D0-28A6-44C7-AE34-6369CBFDF5CC},ROYAL GOLDEN EAGLE
3.28611,99.10917,3404,PABATU,3.28611,99.10917,"RSPO Certified, MB",RSPO Certified,PO1000002520,PERKEBUNAN NUSANTARA IV,Indonesia,Sumatera Utara,Serdang Bedagai,Pabatu,1-Fully Verified,{76567004-4CDE-418E-84C7-F52B4944673F},PTPN III
3.12042,99.15907,3405,DOLOK ILIR,3.12042,99.15907,"RSPO Certified, MB",RSPO Certified,PO1000002539,PERKEBUNAN NUSANTARA IV,Indonesia,Sumatera Utara,Simalungun,unspecified,1-Fully Verified,{70D8A4A7-7833-4058-8B15-7D3354A633D4},PTPN III
4.1614,101.1648,3406,TIAN SIANG AIR KUNING,4.1614,101.1648,"RSPO Certified, MB",RSPO Certified,PO1000002543,TIAN SIANG OILL MILL (AIR KUNING) SDN BHD,Malaysia,Perak,Batang Padang,unspecified,1-Fully Verified,{2D989F3D-BCDB-4E38-8D70-23736F3A8A39},TIAN SIANG HOLDINGS SDN BHD
2.12889,100.00889,3407,TANJUNG SELAMAT,2.12889,100.00889,"RSPO Certified, MB",RSPO Certified,PO1000002607,INTI INDOSAWIT SUBUR,Indonesia,Sumatera Utara,Labuhanbatu,unspecified,1-Fully Verified,{BB6F5742-005D-49E8-98DE-F0518CEF33ED},ROYAL GOLDEN EAGLE
2.74944,99.46972,3408,GUNUNG MELAYU II,2.74944,99.46972,"RSPO Certified, MB",RSPO Certified,PO1000002608,GUNUNG MELAYU,Indonesia,Sumatera Utara,Asahan,unspecified,1-Fully Verified,{76EFE2A2-CC24-4B94-8913-ECA808047092},ROYAL GOLDEN EAGLE
2.79167,99.59833,3409,GUNUNG MELAYU I,2.79167,99.59833,"RSPO Certified, MB",RSPO Certified,PO1000002609,SAUDARA SEJATI LUHUR,Indonesia,Sumatera Utara,Asahan,unspecified,1-Fully Verified,{C465F281-42A4-476A-B621-7A35FB716D10},ROYAL GOLDEN EAGLE
0.58056,100.92611,3410,ARINDO TRI SEJAHTERA,0.58056,100.92611,"RSPO Certified, MB",RSPO Certified,PO1000002631,ARINDO TRISEJAHTERA,Indonesia,Riau,Kampar,unspecified,1-Fully Verified,{2C093342-D271-4B93-A161-2E5CA9FBDB99},FIRST RESOURCES
0.53803,101.729888,3411,MERIDAN SEJATI SURYA PLANTATION,0.53803,101.729888,"RSPO Certified, MB",RSPO Certified,PO1000002637,MERIDAN SEJATISURYA PLANTATION,Indonesia,Riau,Siak,unspecified,1-Fully Verified,{2A59DDB0-EE8E-4977-8369-D2C7679ACC19},FIRST RESOURCES
-0.67747,101.91358,3412,NAPAL,-0.67747,101.91358,unspecified,Not RSPO Certified,PO1000002651,IDRIPLANT,Indonesia,Riau,Indragiri Hulu,unspecified,1-Fully Verified,{44C6BF8C-CAEC-4D0B-B42A-601BBA6DDF28},SALIM GROUP
0.1263,102.12625,3413,LUBUK RAJA,0.1263,102.12625,unspecified,Not RSPO Certified,PO1000002653,SERIKAT PUTRA,Indonesia,Riau,Pelalawan,unspecified,1-Fully Verified,{BD89B0EB-A716-4D16-80ED-0299D6BC118E},SALIM GROUP
-2.52425,112.4168,3414,SUNGAI PURUN,-2.52425,112.4168,"RSPO Certified, IP",RSPO Certified,PO1000002676,AGRO INDOMAS,Indonesia,Kalimantan Tengah,Seruyan,unspecified,1-Fully Verified,{319CE8CB-D8D7-48B7-B91B-FF7A41A4E3FD},GOODHOPE
-2.55996,112.3736,3415,TERAWAN,-2.55996,112.3736,"RSPO Certified, MB",RSPO Certified,PO1000002677,AGRO INDOMAS,Indonesia,Kalimantan Tengah,Seruyan,unspecified,1-Fully Verified,{E4B00C11-DF8C-4232-952B-77BBDC355FD7},GOODHOPE
5.90013,117.85423,3416,NAK,5.90013,117.85423,"RSPO Certified, MB",RSPO Certified,PO1000002706,BOUSTEAD GRADIENT SDN BHD,Malaysia,Sabah,Sandakan,unspecified,1-Fully Verified,{EE4CC3A6-8C61-4110-940C-C51587765C30},BOUSTEAD PLANTATIONS BERHAD
8.6298,-83.00299,3417,"COTO 54 GUAYCARA, COTO MILL",8.6298,-83.00299,unspecified,Not RSPO Certified,PO1000002746,COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.,Costa Rica,Puntarenas,Golfito,unspecified,1-Fully Verified,{DEB72705-E5C9-4B78-88EF-4FC46FD5C85E},GRUPO NUMAR
9.53378,-84.28396,3418,AGRIALIM S.A.,9.53378,-84.28396,unspecified,Not RSPO Certified,PO1000002766,COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.,Costa Rica,Puntarenas,Parrita,unspecified,1-Fully Verified,{5A0B6C7B-0D1A-4017-BE15-B32A7866116C},GRUPO NUMAR
9.40719,-84.08597,3419,"COTO 54 AGUIRRE, NARANJO MILL",9.40719,-84.08597,unspecified,Not RSPO Certified,PO1000002767,COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.,Costa Rica,Puntarenas,Aguirre,unspecified,1-Fully Verified,{89A6F951-3D56-492C-904D-62BCFBA81912},GRUPO NUMAR
-0.02199,10.19773,3420,OLAM INTERNATIONAL LTD,-0.02199,10.19773,"RSPO Certified, MB",RSPO Certified,PO1000002779,OLAM INTERNATIONAL LTD,Gabon,Estuaire,Komo,unspecified,3-Low Confidence,{1E1A6FA6-1AF7-4A3F-B573-24ABA93B10EC},UNKNOWN
5.21299,118.06442,3421,HARANKY,5.21299,118.06442,unspecified,Not RSPO Certified,PO1000002799,KWANTAS OIL SDN BHD,Malaysia,Sabah,Kinabatangan,unspecified,1-Fully Verified,{34517495-AB8D-4466-AB0D-98BE48B9F146},KWANTAS CORPORATION BERHAD
7.5555,99.43892,3422,TRANG PALM OIL CO.,7.5555,99.43892,unspecified,Not RSPO Certified,PO1000002813,"TRANG PALM OIL  CO.,LTD",Thailand,Trang,Sikao,unspecified,1-Fully Verified,{FD232EEF-48D3-44AB-8869-2A02B2929992},UNKNOWN
-2.18528,102.64222,3423,PELAKAR,-2.18528,102.64222,unspecified,Not RSPO Certified,PO1000002863,KRESNA DUTA AGROINDO,Indonesia,Jambi,Sarolangun,unspecified,2-High Confidence,{BCF53EC0-FA13-4CC4-A54B-73F2BEAB19B9},SINAR MAS
15.3448,-89.2918,3424,PATAXTE,15.3448,-89.2918,unspecified,Not RSPO Certified,PO1000002872,NATURACEITES S.A.,Guatemala,Izabal,El Estor,unspecified,1-Fully Verified,{49416782-4D57-4620-9520-AB35EEF4814F},NATURACEITES S.A.
-2.7235,108.06266,3425,STEELINDO WAHANA PERKASA,-2.7235,108.06266,"RSPO Certified, IP",RSPO Certified,PO1000002895,STEELINDO WAHANA PERKASA,Indonesia,Bangka Belitung,Belitung Timur,unspecified,1-Fully Verified,{0F06299D-3652-49BE-9DCC-EE1EB255106A},KUALA LUMPUR KEPONG (KLK)
-1.34653,102.45632,3426,BUNGO TEBO,-1.34653,102.45632,"RSPO Certified, MB",RSPO Certified,PO1000002913,RIGUNAS AGRI UTAMA,Indonesia,Jambi,Tebo,unspecified,1-Fully Verified,{4C97E7B3-CDC6-4E59-ADCF-3FEC0FF658F7},ROYAL GOLDEN EAGLE
5.54317,-1.54295,3427,UGL (TOPP),5.54317,-1.54295,"RSPO Certified, MB",RSPO Certified,PO1000002917,TWIFO OIL PALM PLANTATIONS LTD,Ghana,Central,Lower Denkyira,unspecified,1-Fully Verified,{055716AA-C351-4AAB-B639-32970EFA56B3},UNILEVER GHANA/ GOVERNMENT
5.86611,102.00556,3428,KEMAHANG,5.86611,102.00556,unspecified,Not RSPO Certified,PO1000002998,FGV PALM INDUSTRIES SDN BHD,Malaysia,Kelantan,Tanah Merah,unspecified,1-Fully Verified,{D2D187E2-22CD-498F-98E4-59C3EA8D0EB1},FGV HOLDINGS BERHAD
2.35972,100.03528,3429,NEGERI LAMA II,2.35972,100.03528,"RSPO Certified, MB",RSPO Certified,PO1000003004,HARI SAWIT JAYA,Indonesia,Sumatera Utara,Labuhanbatu,unspecified,1-Fully Verified,{5D5F219D-7485-472B-AB15-15232565A612},ROYAL GOLDEN EAGLE
10.10133,-74.0101,3430,PALMERAS DE LA COSTA,10.10133,-74.0101,"RSPO Certified, IP",RSPO Certified,PO1000003031,PALMERAS DE LA COSTA S.A.,Colombia,Cesar,El Copey,unspecified,1-Fully Verified,{0B63CDDC-F913-45EB-B39C-1F3458DF96E5},UNKNOWN
10.84167,99.22122,3431,CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LIMITED MILL,10.84167,99.22122,"RSPO Certified, MB",RSPO Certified,PO1000003038,CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LTD,Thailand,Chumphon,Tha Sae,unspecified,1-Fully Verified,{8DFA018A-C876-4467-BD41-E0A480755B9A},UNKNOWN
4.94083,102.36417,3432,ARING A,4.94083,102.36417,"RSPO Certified, MB",RSPO Certified,PO1000003045,FGV PALM INDUSTRIES SDN BHD,Malaysia,Kelantan,Gua Musang,unspecified,1-Fully Verified,{9507D964-14A4-4B4F-8D4E-F801A8C2E8FB},FGV HOLDINGS BERHAD
5.43111,118.41722,3433,JEROCO 2,5.43111,118.41722,"RSPO Certified, MB",RSPO Certified,PO1000003100,JEROCO PLANTATIONS SDN BHD,Malaysia,Sabah,Kinabatangan,unspecified,1-Fully Verified,{97EC988C-A35C-4A26-8B07-E496BFACD85D},HAP SENG PLANTATIONS HOLDINGS BERHAD
1.96403,100.10817,3434,SISUMUT,1.96403,100.10817,"RSPO Certified, MB",RSPO Certified,PO1000003112,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Labuhanbatu Selatan,unspecified,1-Fully Verified,{108C9183-9EE4-429F-9132-7572DAE394B9},PTPN III
